INDICATOR_code,Indicator,LOCATION,Country,Time,Value,Flag Codes,Flags
21641,GERD - Natural sciences (in '000 local currency),KGZ,Kyrgyzstan,2015,247893.8,,
21641,GERD - Natural sciences (in '000 local currency),KGZ,Kyrgyzstan,2016,258123.58,,
21641,GERD - Natural sciences (in '000 local currency),LVA,Latvia,2011,45105,,
21641,GERD - Natural sciences (in '000 local currency),LTU,Lithuania,2011,63543,‡,UIS Estimation
21641,GERD - Natural sciences (in '000 local currency),LTU,Lithuania,2012,68582,‡,UIS Estimation
21641,GERD - Natural sciences (in '000 local currency),LTU,Lithuania,2013,80485,‡,UIS Estimation
21641,GERD - Natural sciences (in '000 local currency),LTU,Lithuania,2014,90706,‡,UIS Estimation
21641,GERD - Natural sciences (in '000 local currency),LTU,Lithuania,2015,105210,‡,UIS Estimation
21641,GERD - Natural sciences (in '000 local currency),MKD,The former Yugoslav Republic of Macedonia,2016,75600,,
21641,GERD - Natural sciences (in '000 local currency),MDG,Madagascar,2011,7321614,,
21641,GERD - Natural sciences (in '000 local currency),MDG,Madagascar,2016,1300000,,
21641,GERD - Natural sciences (in '000 local currency),MLT,Malta,2011,10289,,
21641,GERD - Natural sciences (in '000 local currency),MLT,Malta,2012,13124,,
21641,GERD - Natural sciences (in '000 local currency),MLT,Malta,2013,13912,,
21641,GERD - Natural sciences (in '000 local currency),MLT,Malta,2014,14635,,
21641,GERD - Natural sciences (in '000 local currency),MLT,Malta,2015,14591,,
21641,GERD - Natural sciences (in '000 local currency),MDA,Republic of Moldova,2011,109600,,
21641,GERD - Natural sciences (in '000 local currency),MDA,Republic of Moldova,2013,128100,,
21641,GERD - Natural sciences (in '000 local currency),MDA,Republic of Moldova,2014,165100,,
21641,GERD - Natural sciences (in '000 local currency),MDA,Republic of Moldova,2015,158400,,
21641,GERD - Natural sciences (in '000 local currency),MDA,Republic of Moldova,2016,160100,,
21641,GERD - Natural sciences (in '000 local currency),MDA,Republic of Moldova,2017,163000,,
21641,GERD - Natural sciences (in '000 local currency),MNG,Mongolia,2011,7914000,,
21641,GERD - Natural sciences (in '000 local currency),MNG,Mongolia,2013,14474100,,
21641,GERD - Natural sciences (in '000 local currency),MNG,Mongolia,2014,16418800,,
21641,GERD - Natural sciences (in '000 local currency),MNG,Mongolia,2015,12522800,,
21641,GERD - Natural sciences (in '000 local currency),MNG,Mongolia,2016,14695600,,
21641,GERD - Natural sciences (in '000 local currency),MOZ,Mozambique,2015,227890,,
21641,GERD - Natural sciences (in '000 local currency),PRY,Paraguay,2011,3333980,,
21641,GERD - Natural sciences (in '000 local currency),PRY,Paraguay,2012,5566080,,
21641,GERD - Natural sciences (in '000 local currency),PRY,Paraguay,2014,19239509.27,,
21641,GERD - Natural sciences (in '000 local currency),PRY,Paraguay,2015,18935390.28,,
21641,GERD - Natural sciences (in '000 local currency),ROU,Romania,2012,708634,,
21641,GERD - Natural sciences (in '000 local currency),ROU,Romania,2013,696881,,
21641,GERD - Natural sciences (in '000 local currency),ROU,Romania,2014,524238,,
21641,GERD - Natural sciences (in '000 local currency),ROU,Romania,2015,599884,,
21641,GERD - Natural sciences (in '000 local currency),RUS,Russian Federation,2011,115715400,,
21641,GERD - Natural sciences (in '000 local currency),RUS,Russian Federation,2012,126852600,,
21641,GERD - Natural sciences (in '000 local currency),RUS,Russian Federation,2013,134025700,,
21641,GERD - Natural sciences (in '000 local currency),RUS,Russian Federation,2014,154529500,,
21641,GERD - Natural sciences (in '000 local currency),RUS,Russian Federation,2015,159500800,,
21641,GERD - Natural sciences (in '000 local currency),RUS,Russian Federation,2016,159293400,,
21641,GERD - Natural sciences (in '000 local currency),SGP,Singapore,2011,843400,,
21641,GERD - Natural sciences (in '000 local currency),SGP,Singapore,2012,834601,,
21641,GERD - Natural sciences (in '000 local currency),SGP,Singapore,2013,881412,,
21641,GERD - Natural sciences (in '000 local currency),SGP,Singapore,2014,1103250,,
21641,GERD - Natural sciences (in '000 local currency),SVN,Slovenia,2011,331672,,
21641,GERD - Natural sciences (in '000 local currency),SVN,Slovenia,2012,324955,,
21641,GERD - Natural sciences (in '000 local currency),SVN,Slovenia,2013,326048,,
21641,GERD - Natural sciences (in '000 local currency),SVN,Slovenia,2014,317603,,
21641,GERD - Natural sciences (in '000 local currency),SVN,Slovenia,2015,247850,,
21641,GERD - Natural sciences (in '000 local currency),ZAF,South Africa,2011,7338464,,
21641,GERD - Natural sciences (in '000 local currency),ZAF,South Africa,2012,7155706,,
21641,GERD - Natural sciences (in '000 local currency),ZAF,South Africa,2013,7051278,,
21641,GERD - Natural sciences (in '000 local currency),LKA,Sri Lanka,2013,2376530,,
21641,GERD - Natural sciences (in '000 local currency),LKA,Sri Lanka,2014,2666190,,
21641,GERD - Natural sciences (in '000 local currency),LKA,Sri Lanka,2015,3170300,,
21641,GERD - Natural sciences (in '000 local currency),TJK,Tajikistan,2011,5018.7,,
21641,GERD - Natural sciences (in '000 local currency),TJK,Tajikistan,2013,11700,,
21641,GERD - Natural sciences (in '000 local currency),TJK,Tajikistan,2014,12800,,
21641,GERD - Natural sciences (in '000 local currency),TJK,Tajikistan,2015,14500,,
21641,GERD - Natural sciences (in '000 local currency),TJK,Tajikistan,2016,14300,,
21641,GERD - Natural sciences (in '000 local currency),TTO,Trinidad and Tobago,2011,19300,,
21641,GERD - Natural sciences (in '000 local currency),TTO,Trinidad and Tobago,2012,18000,,
21641,GERD - Natural sciences (in '000 local currency),TTO,Trinidad and Tobago,2013,24800,,
21641,GERD - Natural sciences (in '000 local currency),TTO,Trinidad and Tobago,2014,41300,,
21641,GERD - Natural sciences (in '000 local currency),TTO,Trinidad and Tobago,2015,44400,,
21641,GERD - Natural sciences (in '000 local currency),UGA,Uganda,2014,10736700,,
21641,GERD - Natural sciences (in '000 local currency),UKR,Ukraine,2011,2018203.5,,
21641,GERD - Natural sciences (in '000 local currency),UKR,Ukraine,2013,2390700,,
21641,GERD - Natural sciences (in '000 local currency),UKR,Ukraine,2014,2027000,,
21641,GERD - Natural sciences (in '000 local currency),UKR,Ukraine,2015,2126100,,
21641,GERD - Natural sciences (in '000 local currency),UKR,Ukraine,2016,2435700,,
21641,GERD - Natural sciences (in '000 local currency),URY,Uruguay,2011,846659.1072,,
21641,GERD - Natural sciences (in '000 local currency),URY,Uruguay,2012,588503.2067,,
21641,GERD - Natural sciences (in '000 local currency),URY,Uruguay,2013,471240.7422,,
21641,GERD - Natural sciences (in '000 local currency),URY,Uruguay,2014,751576.7992,,
21641,GERD - Natural sciences (in '000 local currency),URY,Uruguay,2015,928175.3,,
21641,GERD - Natural sciences (in '000 local currency),MAC,"China, Macao Special Administrative Region",2013,18280,,
21641,GERD - Natural sciences (in '000 local currency),MAC,"China, Macao Special Administrative Region",2014,45171.02252,,
21641,GERD - Natural sciences (in '000 local currency),MAC,"China, Macao Special Administrative Region",2015,77560,,
21641,GERD - Natural sciences (in '000 local currency),MAC,"China, Macao Special Administrative Region",2016,74480,,
21641,GERD - Natural sciences (in '000 local currency),MAC,"China, Macao Special Administrative Region",2017,62630,,
21641,GERD - Natural sciences (in '000 local currency),SRB,Serbia,2011,6640987,,
21641,GERD - Natural sciences (in '000 local currency),SRB,Serbia,2012,12530711,,
21641,GERD - Natural sciences (in '000 local currency),SRB,Serbia,2013,8057000,,
21641,GERD - Natural sciences (in '000 local currency),SRB,Serbia,2014,9710544,,
21641,GERD - Natural sciences (in '000 local currency),SRB,Serbia,2015,11219100,,
21641,GERD - Natural sciences (in '000 local currency),SRB,Serbia,2016,10669500,,
21641,GERD - Natural sciences (in '000 local currency),SRB,Serbia,2017,10700246,,
21642,GERD - Engineering and technology (in '000 local currency),CZE,Czechia,2011,32018448,,
21642,GERD - Engineering and technology (in '000 local currency),CZE,Czechia,2012,36412718,,
21642,GERD - Engineering and technology (in '000 local currency),CZE,Czechia,2013,38231499,,
21642,GERD - Engineering and technology (in '000 local currency),CZE,Czechia,2014,40662191,,
21642,GERD - Engineering and technology (in '000 local currency),CZE,Czechia,2015,42037437,,
21642,GERD - Engineering and technology (in '000 local currency),HUN,Hungary,2011,177110600,,
21642,GERD - Engineering and technology (in '000 local currency),HUN,Hungary,2012,194599600,,
21642,GERD - Engineering and technology (in '000 local currency),HUN,Hungary,2013,226347200,,
21642,GERD - Engineering and technology (in '000 local currency),HUN,Hungary,2014,249363200,,
21642,GERD - Engineering and technology (in '000 local currency),HUN,Hungary,2015,241215600,,
21642,GERD - Engineering and technology (in '000 local currency),KOR,Republic of Korea,2011,34955074855,,
21642,GERD - Engineering and technology (in '000 local currency),KOR,Republic of Korea,2012,38134390357,,
21642,GERD - Engineering and technology (in '000 local currency),KOR,Republic of Korea,2013,40560983681,,
21642,GERD - Engineering and technology (in '000 local currency),KOR,Republic of Korea,2014,43726947789,,
21642,GERD - Engineering and technology (in '000 local currency),KOR,Republic of Korea,2015,47339524378,,
21642,GERD - Engineering and technology (in '000 local currency),KOR,Republic of Korea,2016,49443415133,,
21642,GERD - Engineering and technology (in '000 local currency),POL,Poland,2011,5469100,,
21642,GERD - Engineering and technology (in '000 local currency),POL,Poland,2012,6909200,,
21642,GERD - Engineering and technology (in '000 local currency),POL,Poland,2013,7627900,,
21642,GERD - Engineering and technology (in '000 local currency),POL,Poland,2014,8533800,,
21642,GERD - Engineering and technology (in '000 local currency),POL,Poland,2015,9666200,,
21642,GERD - Engineering and technology (in '000 local currency),PRT,Portugal,2011,1115042,,
21642,GERD - Engineering and technology (in '000 local currency),PRT,Portugal,2012,999958,,
21642,GERD - Engineering and technology (in '000 local currency),PRT,Portugal,2013,938757,,
21642,GERD - Engineering and technology (in '000 local currency),PRT,Portugal,2014,891790,,
21642,GERD - Engineering and technology (in '000 local currency),PRT,Portugal,2015,910386,,
21642,GERD - Engineering and technology (in '000 local currency),SVK,Slovakia,2011,223349,,
21642,GERD - Engineering and technology (in '000 local currency),SVK,Slovakia,2012,274571,,
21642,GERD - Engineering and technology (in '000 local currency),SVK,Slovakia,2013,311613,,
21642,GERD - Engineering and technology (in '000 local currency),SVK,Slovakia,2014,326552,,
21642,GERD - Engineering and technology (in '000 local currency),SVK,Slovakia,2015,445323,,
21642,GERD - Engineering and technology (in '000 local currency),TUR,Turkey,2011,5514805,,
21642,GERD - Engineering and technology (in '000 local currency),TUR,Turkey,2012,6635140,,
21642,GERD - Engineering and technology (in '000 local currency),TUR,Turkey,2013,7765005,,
21642,GERD - Engineering and technology (in '000 local currency),TUR,Turkey,2014,9611782,,
21642,GERD - Engineering and technology (in '000 local currency),TUR,Turkey,2015,11196494,,
21642,GERD - Engineering and technology (in '000 local currency),ARM,Armenia,2011,2819000,,
21642,GERD - Engineering and technology (in '000 local currency),ARM,Armenia,2013,2713400,,
21642,GERD - Engineering and technology (in '000 local currency),ARM,Armenia,2014,2727200,,
21642,GERD - Engineering and technology (in '000 local currency),ARM,Armenia,2015,2708200,,
21642,GERD - Engineering and technology (in '000 local currency),ARM,Armenia,2016,2232400,,
21642,GERD - Engineering and technology (in '000 local currency),AZE,Azerbaijan,2011,45590.5,,
21642,GERD - Engineering and technology (in '000 local currency),AZE,Azerbaijan,2013,58900,,
21642,GERD - Engineering and technology (in '000 local currency),AZE,Azerbaijan,2014,59900,,
21642,GERD - Engineering and technology (in '000 local currency),AZE,Azerbaijan,2015,57400,,
21642,GERD - Engineering and technology (in '000 local currency),AZE,Azerbaijan,2016,53200,,
21642,GERD - Engineering and technology (in '000 local currency),BLR,Belarus,2011,147549,,
21642,GERD - Engineering and technology (in '000 local currency),BLR,Belarus,2012,249895,,
21642,GERD - Engineering and technology (in '000 local currency),BLR,Belarus,2013,298351,,
21642,GERD - Engineering and technology (in '000 local currency),BLR,Belarus,2014,266352,,
21642,GERD - Engineering and technology (in '000 local currency),BLR,Belarus,2015,299363,,
21642,GERD - Engineering and technology (in '000 local currency),BLR,Belarus,2016,327182,,
21642,GERD - Engineering and technology (in '000 local currency),BGR,Bulgaria,2011,81889,,
21642,GERD - Engineering and technology (in '000 local currency),BGR,Bulgaria,2012,117524,,
21642,GERD - Engineering and technology (in '000 local currency),BGR,Bulgaria,2013,123659,,
21642,GERD - Engineering and technology (in '000 local currency),BGR,Bulgaria,2014,239282,,
21642,GERD - Engineering and technology (in '000 local currency),BGR,Bulgaria,2015,380523,,
21642,GERD - Engineering and technology (in '000 local currency),CHL,Chile,2011,147453780,,
21642,GERD - Engineering and technology (in '000 local currency),CHL,Chile,2012,168106882,,
21642,GERD - Engineering and technology (in '000 local currency),CHL,Chile,2013,181623253,,
21642,GERD - Engineering and technology (in '000 local currency),CHL,Chile,2014,181558118,,
21642,GERD - Engineering and technology (in '000 local currency),CHL,Chile,2015,188043354,,
21642,GERD - Engineering and technology (in '000 local currency),CHL,Chile,2016,209921124,,
21642,GERD - Engineering and technology (in '000 local currency),CRI,Costa Rica,2012,22592640,,
21642,GERD - Engineering and technology (in '000 local currency),CRI,Costa Rica,2013,15093960,,
21642,GERD - Engineering and technology (in '000 local currency),CRI,Costa Rica,2014,18144080,,
21642,GERD - Engineering and technology (in '000 local currency),HRV,Croatia,2011,948802,,
21642,GERD - Engineering and technology (in '000 local currency),HRV,Croatia,2012,956880,,
21642,GERD - Engineering and technology (in '000 local currency),HRV,Croatia,2013,1105729,,
21642,GERD - Engineering and technology (in '000 local currency),HRV,Croatia,2014,969678,,
21642,GERD - Engineering and technology (in '000 local currency),HRV,Croatia,2015,1063770,,
21642,GERD - Engineering and technology (in '000 local currency),CYP,Cyprus,2011,19455,,
21642,GERD - Engineering and technology (in '000 local currency),CYP,Cyprus,2012,19618,,
21642,GERD - Engineering and technology (in '000 local currency),CYP,Cyprus,2013,21330,,
21642,GERD - Engineering and technology (in '000 local currency),CYP,Cyprus,2014,19304,,
21642,GERD - Engineering and technology (in '000 local currency),CYP,Cyprus,2015,19082,,
21642,GERD - Engineering and technology (in '000 local currency),ECU,Ecuador,2011,28215.14396,,
21642,GERD - Engineering and technology (in '000 local currency),ECU,Ecuador,2012,30983.21235,,
21642,GERD - Engineering and technology (in '000 local currency),ECU,Ecuador,2013,52563.95353,,
21642,GERD - Engineering and technology (in '000 local currency),ECU,Ecuador,2014,77380.46,,
21642,GERD - Engineering and technology (in '000 local currency),SLV,El Salvador,2011,1800,,
21642,GERD - Engineering and technology (in '000 local currency),SLV,El Salvador,2012,2770.56,,
21642,GERD - Engineering and technology (in '000 local currency),SLV,El Salvador,2013,2800,,
21642,GERD - Engineering and technology (in '000 local currency),SLV,El Salvador,2014,2745.19,,
21642,GERD - Engineering and technology (in '000 local currency),SLV,El Salvador,2015,16940,,
21642,GERD - Engineering and technology (in '000 local currency),EST,Estonia,2011,18500,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),EST,Estonia,2012,24785,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),EST,Estonia,2013,28616,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),EST,Estonia,2014,26156,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),EST,Estonia,2015,29430,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),GTM,Guatemala,2011,13500,,
21642,GERD - Engineering and technology (in '000 local currency),GTM,Guatemala,2012,11200,,
21642,GERD - Engineering and technology (in '000 local currency),GTM,Guatemala,2013,9833,,
21642,GERD - Engineering and technology (in '000 local currency),GTM,Guatemala,2014,11158,,
21642,GERD - Engineering and technology (in '000 local currency),GTM,Guatemala,2015,7127,,
21642,GERD - Engineering and technology (in '000 local currency),KWT,Kuwait,2011,3173.409,,
21642,GERD - Engineering and technology (in '000 local currency),KGZ,Kyrgyzstan,2011,123000,,
21642,GERD - Engineering and technology (in '000 local currency),KGZ,Kyrgyzstan,2014,96545.7,,
21642,GERD - Engineering and technology (in '000 local currency),KGZ,Kyrgyzstan,2015,107259.2,,
21642,GERD - Engineering and technology (in '000 local currency),KGZ,Kyrgyzstan,2016,111632.318,,
21642,GERD - Engineering and technology (in '000 local currency),LVA,Latvia,2011,48093,,
21642,GERD - Engineering and technology (in '000 local currency),LTU,Lithuania,2011,48859,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),LTU,Lithuania,2012,43414,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),LTU,Lithuania,2013,50365,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),LTU,Lithuania,2014,50413,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),LTU,Lithuania,2015,59025,‡,UIS Estimation
21642,GERD - Engineering and technology (in '000 local currency),MKD,The former Yugoslav Republic of Macedonia,2016,671300,,
21642,GERD - Engineering and technology (in '000 local currency),MDG,Madagascar,2011,3459829,,
21642,GERD - Engineering and technology (in '000 local currency),MDG,Madagascar,2016,1100000,,
21642,GERD - Engineering and technology (in '000 local currency),MYS,Malaysia,2011,2281500,,
21642,GERD - Engineering and technology (in '000 local currency),MYS,Malaysia,2012,4585000,,
21642,GERD - Engineering and technology (in '000 local currency),MYS,Malaysia,2014,4347340,,
21642,GERD - Engineering and technology (in '000 local currency),MYS,Malaysia,2015,3578460,,
21642,GERD - Engineering and technology (in '000 local currency),MLT,Malta,2011,16122,,
21642,GERD - Engineering and technology (in '000 local currency),MLT,Malta,2012,16137,,
21642,GERD - Engineering and technology (in '000 local currency),MLT,Malta,2013,17095,,
21642,GERD - Engineering and technology (in '000 local currency),MLT,Malta,2014,21626,,
21642,GERD - Engineering and technology (in '000 local currency),MLT,Malta,2015,24642,,
21642,GERD - Engineering and technology (in '000 local currency),MDA,Republic of Moldova,2011,79200,,
21642,GERD - Engineering and technology (in '000 local currency),MDA,Republic of Moldova,2013,83300,,
21642,GERD - Engineering and technology (in '000 local currency),MDA,Republic of Moldova,2014,77800,,
21642,GERD - Engineering and technology (in '000 local currency),MDA,Republic of Moldova,2015,109500,,
21642,GERD - Engineering and technology (in '000 local currency),MDA,Republic of Moldova,2016,102000,,
21642,GERD - Engineering and technology (in '000 local currency),MDA,Republic of Moldova,2017,108800,,
21642,GERD - Engineering and technology (in '000 local currency),MNG,Mongolia,2011,7630100,,
21642,GERD - Engineering and technology (in '000 local currency),MNG,Mongolia,2013,7681700,,
21642,GERD - Engineering and technology (in '000 local currency),MNG,Mongolia,2014,10844900,,
21642,GERD - Engineering and technology (in '000 local currency),MNG,Mongolia,2015,5860400,,
21642,GERD - Engineering and technology (in '000 local currency),MNG,Mongolia,2016,5693400,,
21642,GERD - Engineering and technology (in '000 local currency),MOZ,Mozambique,2015,85140,,
21642,GERD - Engineering and technology (in '000 local currency),PRY,Paraguay,2011,17637080,,
21642,GERD - Engineering and technology (in '000 local currency),PRY,Paraguay,2012,7561070,,
21642,GERD - Engineering and technology (in '000 local currency),PRY,Paraguay,2014,22259654.21,,
21642,GERD - Engineering and technology (in '000 local currency),PRY,Paraguay,2015,26847779.13,,
21642,GERD - Engineering and technology (in '000 local currency),ROU,Romania,2012,1457426,,
21642,GERD - Engineering and technology (in '000 local currency),ROU,Romania,2013,1041526,,
21642,GERD - Engineering and technology (in '000 local currency),ROU,Romania,2014,1325678,,
21642,GERD - Engineering and technology (in '000 local currency),ROU,Romania,2015,2070188,,
21642,GERD - Engineering and technology (in '000 local currency),RUS,Russian Federation,2011,437992400,,
21642,GERD - Engineering and technology (in '000 local currency),RUS,Russian Federation,2012,511026400,,
21642,GERD - Engineering and technology (in '000 local currency),RUS,Russian Federation,2013,549686500,,
21642,GERD - Engineering and technology (in '000 local currency),RUS,Russian Federation,2014,618208000,,
21642,GERD - Engineering and technology (in '000 local currency),RUS,Russian Federation,2015,671136700,,
21642,GERD - Engineering and technology (in '000 local currency),RUS,Russian Federation,2016,695547000,,
21642,GERD - Engineering and technology (in '000 local currency),SGP,Singapore,2011,4675100,,
21642,GERD - Engineering and technology (in '000 local currency),SGP,Singapore,2012,4501805,,
21642,GERD - Engineering and technology (in '000 local currency),SGP,Singapore,2013,4614365,,
21642,GERD - Engineering and technology (in '000 local currency),SGP,Singapore,2014,5052070,,
21642,GERD - Engineering and technology (in '000 local currency),SVN,Slovenia,2011,444146,,
21642,GERD - Engineering and technology (in '000 local currency),SVN,Slovenia,2012,480431,,
21642,GERD - Engineering and technology (in '000 local currency),SVN,Slovenia,2013,501748,,
21642,GERD - Engineering and technology (in '000 local currency),SVN,Slovenia,2014,464722,,
21642,GERD - Engineering and technology (in '000 local currency),SVN,Slovenia,2015,412254,,
21642,GERD - Engineering and technology (in '000 local currency),ZAF,South Africa,2011,6055980,,
21642,GERD - Engineering and technology (in '000 local currency),ZAF,South Africa,2012,6311485,,
21642,GERD - Engineering and technology (in '000 local currency),ZAF,South Africa,2013,6671276,,
21642,GERD - Engineering and technology (in '000 local currency),LKA,Sri Lanka,2013,3195320,,
21642,GERD - Engineering and technology (in '000 local currency),LKA,Sri Lanka,2014,2447560,,
21642,GERD - Engineering and technology (in '000 local currency),LKA,Sri Lanka,2015,2991800,,
21642,GERD - Engineering and technology (in '000 local currency),TJK,Tajikistan,2011,5607.5,,
21642,GERD - Engineering and technology (in '000 local currency),TJK,Tajikistan,2013,5200,,
21642,GERD - Engineering and technology (in '000 local currency),TJK,Tajikistan,2014,3400,,
21642,GERD - Engineering and technology (in '000 local currency),TJK,Tajikistan,2015,4200,,
21642,GERD - Engineering and technology (in '000 local currency),TJK,Tajikistan,2016,7500,,
21642,GERD - Engineering and technology (in '000 local currency),THA,Thailand,2011,16047782.53,,
21642,GERD - Engineering and technology (in '000 local currency),THA,Thailand,2014,19745000,,
21642,GERD - Engineering and technology (in '000 local currency),THA,Thailand,2015,26275000,,
21642,GERD - Engineering and technology (in '000 local currency),THA,Thailand,2016,37294000,,
21642,GERD - Engineering and technology (in '000 local currency),TTO,Trinidad and Tobago,2011,2500,,
21642,GERD - Engineering and technology (in '000 local currency),TTO,Trinidad and Tobago,2012,1300,,
21642,GERD - Engineering and technology (in '000 local currency),TTO,Trinidad and Tobago,2013,2800,,
21642,GERD - Engineering and technology (in '000 local currency),TTO,Trinidad and Tobago,2014,11100,,
21642,GERD - Engineering and technology (in '000 local currency),TTO,Trinidad and Tobago,2015,6200,,
21642,GERD - Engineering and technology (in '000 local currency),UGA,Uganda,2014,24437500,,
21642,GERD - Engineering and technology (in '000 local currency),UKR,Ukraine,2011,5282467.1,,
21642,GERD - Engineering and technology (in '000 local currency),UKR,Ukraine,2013,6435200,,
21642,GERD - Engineering and technology (in '000 local currency),UKR,Ukraine,2014,5950000,,
21642,GERD - Engineering and technology (in '000 local currency),UKR,Ukraine,2015,7824600,,
21642,GERD - Engineering and technology (in '000 local currency),UKR,Ukraine,2016,7514800,,
21642,GERD - Engineering and technology (in '000 local currency),URY,Uruguay,2011,668459.1172,,
21642,GERD - Engineering and technology (in '000 local currency),URY,Uruguay,2012,1013993.676,,
21642,GERD - Engineering and technology (in '000 local currency),URY,Uruguay,2013,642610.0987,,
21642,GERD - Engineering and technology (in '000 local currency),URY,Uruguay,2014,889927.8715,,
21642,GERD - Engineering and technology (in '000 local currency),URY,Uruguay,2015,1053677.6,,
21642,GERD - Engineering and technology (in '000 local currency),MAC,"China, Macao Special Administrative Region",2013,43354.686,,
21642,GERD - Engineering and technology (in '000 local currency),MAC,"China, Macao Special Administrative Region",2014,52139.95155,,
21642,GERD - Engineering and technology (in '000 local currency),MAC,"China, Macao Special Administrative Region",2015,94950,,
21642,GERD - Engineering and technology (in '000 local currency),MAC,"China, Macao Special Administrative Region",2016,92710,,
21642,GERD - Engineering and technology (in '000 local currency),MAC,"China, Macao Special Administrative Region",2017,69410,,
21642,GERD - Engineering and technology (in '000 local currency),SRB,Serbia,2011,7000217,,
21642,GERD - Engineering and technology (in '000 local currency),SRB,Serbia,2012,6983900,,
21642,GERD - Engineering and technology (in '000 local currency),SRB,Serbia,2013,7396800,,
21642,GERD - Engineering and technology (in '000 local currency),SRB,Serbia,2014,8859664,,
21642,GERD - Engineering and technology (in '000 local currency),SRB,Serbia,2015,11909100,,
21642,GERD - Engineering and technology (in '000 local currency),SRB,Serbia,2016,14953600,,
21642,GERD - Engineering and technology (in '000 local currency),SRB,Serbia,2017,16090769,,
21643,GERD - Medical and health sciences (in '000 local currency),CZE,Czechia,2011,4998681,,
21643,GERD - Medical and health sciences (in '000 local currency),CZE,Czechia,2012,5855898,,
21643,GERD - Medical and health sciences (in '000 local currency),CZE,Czechia,2013,6119785,,
21643,GERD - Medical and health sciences (in '000 local currency),CZE,Czechia,2014,6864182,,
21643,GERD - Medical and health sciences (in '000 local currency),CZE,Czechia,2015,6465312,,
21643,GERD - Medical and health sciences (in '000 local currency),HUN,Hungary,2011,25029800,,
21643,GERD - Medical and health sciences (in '000 local currency),HUN,Hungary,2012,30748900,,
21643,GERD - Medical and health sciences (in '000 local currency),HUN,Hungary,2013,30446000,,
21643,GERD - Medical and health sciences (in '000 local currency),HUN,Hungary,2014,26512300,,
21643,GERD - Medical and health sciences (in '000 local currency),HUN,Hungary,2015,30564400,,
21643,GERD - Medical and health sciences (in '000 local currency),KOR,Republic of Korea,2011,5422688964,,
21643,GERD - Medical and health sciences (in '000 local currency),KOR,Republic of Korea,2012,6255340815,,
21643,GERD - Medical and health sciences (in '000 local currency),KOR,Republic of Korea,2013,6982049849,,
21643,GERD - Medical and health sciences (in '000 local currency),KOR,Republic of Korea,2014,7528084691,,
21643,GERD - Medical and health sciences (in '000 local currency),KOR,Republic of Korea,2015,3212591630,,
21643,GERD - Medical and health sciences (in '000 local currency),KOR,Republic of Korea,2016,3422850599,,
21643,GERD - Medical and health sciences (in '000 local currency),POL,Poland,2011,1321600,,
21643,GERD - Medical and health sciences (in '000 local currency),POL,Poland,2012,1857400,,
21643,GERD - Medical and health sciences (in '000 local currency),POL,Poland,2013,1521300,,
21643,GERD - Medical and health sciences (in '000 local currency),POL,Poland,2014,1704700,,
21643,GERD - Medical and health sciences (in '000 local currency),POL,Poland,2015,2082600,,
21643,GERD - Medical and health sciences (in '000 local currency),PRT,Portugal,2011,326921,,
21643,GERD - Medical and health sciences (in '000 local currency),PRT,Portugal,2012,300682,,
21643,GERD - Medical and health sciences (in '000 local currency),PRT,Portugal,2013,277429,,
21643,GERD - Medical and health sciences (in '000 local currency),PRT,Portugal,2014,283965,,
21643,GERD - Medical and health sciences (in '000 local currency),PRT,Portugal,2015,287693,,
21643,GERD - Medical and health sciences (in '000 local currency),SVK,Slovakia,2011,37293,,
21643,GERD - Medical and health sciences (in '000 local currency),SVK,Slovakia,2012,49506,,
21643,GERD - Medical and health sciences (in '000 local currency),SVK,Slovakia,2013,54694,,
21643,GERD - Medical and health sciences (in '000 local currency),SVK,Slovakia,2014,66823,,
21643,GERD - Medical and health sciences (in '000 local currency),SVK,Slovakia,2015,69360,,
21643,GERD - Medical and health sciences (in '000 local currency),TUR,Turkey,2011,1964123,,
21643,GERD - Medical and health sciences (in '000 local currency),TUR,Turkey,2012,2128092,,
21643,GERD - Medical and health sciences (in '000 local currency),TUR,Turkey,2013,2291499,,
21643,GERD - Medical and health sciences (in '000 local currency),TUR,Turkey,2014,2644093,,
21643,GERD - Medical and health sciences (in '000 local currency),TUR,Turkey,2015,3084940,,
21643,GERD - Medical and health sciences (in '000 local currency),ARM,Armenia,2011,212900,,
21643,GERD - Medical and health sciences (in '000 local currency),ARM,Armenia,2013,282500,,
21643,GERD - Medical and health sciences (in '000 local currency),ARM,Armenia,2014,340200,,
21643,GERD - Medical and health sciences (in '000 local currency),ARM,Armenia,2015,351900,,
21643,GERD - Medical and health sciences (in '000 local currency),ARM,Armenia,2016,345400,,
21643,GERD - Medical and health sciences (in '000 local currency),AZE,Azerbaijan,2011,8281,,
21643,GERD - Medical and health sciences (in '000 local currency),AZE,Azerbaijan,2013,7800,,
