"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPPPP_CUR","GERD in '000 current PPP$","HKG","China, Hong Kong Special Administrative Region","2016","2016",3407353.35986,,
"EXPPPP_CUR","GERD in '000 current PPP$","HKG","China, Hong Kong Special Administrative Region","2017","2017",3637815.15895,,
"EXPPPP_CUR","GERD in '000 current PPP$","IND","India","2011","2011",48062976.44082,"+","National Estimation"
"EXPPPP_CUR","GERD in '000 current PPP$","IND","India","2015","2015",49746080.59527,,
"EXPPPP_CUR","GERD in '000 current PPP$","IDN","Indonesia","2013","2013",2130257.40768,"+","National Estimation"
"EXPPPP_CUR","GERD in '000 current PPP$","IRN","Iran (Islamic Republic of)","2012","2012",4097792.0779,,
"EXPPPP_CUR","GERD in '000 current PPP$","IRN","Iran (Islamic Republic of)","2013","2013",3317226.384,,
"EXPPPP_CUR","GERD in '000 current PPP$","ISR","Israel","2011","2011",9523030.91466,,
"EXPPPP_CUR","GERD in '000 current PPP$","ISR","Israel","2012","2012",10437386.45149,,
"EXPPPP_CUR","GERD in '000 current PPP$","ISR","Israel","2013","2013",11420275.10401,,
"EXPPPP_CUR","GERD in '000 current PPP$","ISR","Israel","2014","2014",11760926.02072,,
"EXPPPP_CUR","GERD in '000 current PPP$","ISR","Israel","2015","2015",12838959.18636,,
"EXPPPP_CUR","GERD in '000 current PPP$","ISR","Israel","2016","2016",13536234.36469,,
"EXPPPP_CUR","GERD in '000 current PPP$","JOR","Jordan","2016","2016",284047.89149,,
"EXPPPP_CUR","GERD in '000 current PPP$","KAZ","Kazakhstan","2011","2011",540741.20238,,
"EXPPPP_CUR","GERD in '000 current PPP$","KAZ","Kazakhstan","2012","2012",621341.16834,,
"EXPPPP_CUR","GERD in '000 current PPP$","KAZ","Kazakhstan","2013","2013",693825.14102,,
"EXPPPP_CUR","GERD in '000 current PPP$","KAZ","Kazakhstan","2014","2014",718356.53734,,
"EXPPPP_CUR","GERD in '000 current PPP$","KAZ","Kazakhstan","2015","2015",744907.38975,,
"EXPPPP_CUR","GERD in '000 current PPP$","KAZ","Kazakhstan","2016","2016",637978.72975,,
"EXPPPP_CUR","GERD in '000 current PPP$","KWT","Kuwait","2011","2011",244664.79357,,
"EXPPPP_CUR","GERD in '000 current PPP$","KWT","Kuwait","2012","2012",260911.82519,,
"EXPPPP_CUR","GERD in '000 current PPP$","KWT","Kuwait","2013","2013",831868.1642,,
"EXPPPP_CUR","GERD in '000 current PPP$","KWT","Kuwait","2014","2014",1205290.35265,,
"EXPPPP_CUR","GERD in '000 current PPP$","KWT","Kuwait","2015","2015",277243.883,,
"EXPPPP_CUR","GERD in '000 current PPP$","KWT","Kuwait","2016","2016",237094.26737,,
"EXPPPP_CUR","GERD in '000 current PPP$","KWT","Kuwait","2017","2017",240436.97006,,
"EXPPPP_CUR","GERD in '000 current PPP$","KGZ","Kyrgyzstan","2011","2011",25179.19049,,
"EXPPPP_CUR","GERD in '000 current PPP$","KGZ","Kyrgyzstan","2012","2012",27220.95471,,
"EXPPPP_CUR","GERD in '000 current PPP$","KGZ","Kyrgyzstan","2013","2013",27546.76426,,
"EXPPPP_CUR","GERD in '000 current PPP$","KGZ","Kyrgyzstan","2014","2014",24519.36173,,
"EXPPPP_CUR","GERD in '000 current PPP$","KGZ","Kyrgyzstan","2015","2015",24446.10248,,
"EXPPPP_CUR","GERD in '000 current PPP$","KGZ","Kyrgyzstan","2016","2016",24132.98576,,
"EXPPPP_CUR","GERD in '000 current PPP$","KGZ","Kyrgyzstan","2017","2017",25190.17716,,
"EXPPPP_CUR","GERD in '000 current PPP$","LVA","Latvia","2011","2011",283717.14627,,
"EXPPPP_CUR","GERD in '000 current PPP$","LVA","Latvia","2012","2012",287184.87985,,
"EXPPPP_CUR","GERD in '000 current PPP$","LVA","Latvia","2013","2013",279406.33459,,
"EXPPPP_CUR","GERD in '000 current PPP$","LVA","Latvia","2014","2014",327196.87043,,
"EXPPPP_CUR","GERD in '000 current PPP$","LVA","Latvia","2015","2015",303528.27344,,
"EXPPPP_CUR","GERD in '000 current PPP$","LVA","Latvia","2016","2016",222066.94607,,
"EXPPPP_CUR","GERD in '000 current PPP$","LSO","Lesotho","2011","2011",599.2956,,
"EXPPPP_CUR","GERD in '000 current PPP$","LSO","Lesotho","2015","2015",3012.48177,,
"EXPPPP_CUR","GERD in '000 current PPP$","LTU","Lithuania","2011","2011",625549.83129,,
"EXPPPP_CUR","GERD in '000 current PPP$","LTU","Lithuania","2012","2012",659144.10512,,
"EXPPPP_CUR","GERD in '000 current PPP$","LTU","Lithuania","2013","2013",749807.40997,,
"EXPPPP_CUR","GERD in '000 current PPP$","LTU","Lithuania","2014","2014",851353.4677,,
"EXPPPP_CUR","GERD in '000 current PPP$","LTU","Lithuania","2015","2015",870553.13836,,
"EXPPPP_CUR","GERD in '000 current PPP$","LTU","Lithuania","2016","2016",725674.95464,,
"EXPPPP_CUR","GERD in '000 current PPP$","MKD","The former Yugoslav Republic of Macedonia","2011","2011",53604.34742,,
"EXPPPP_CUR","GERD in '000 current PPP$","MKD","The former Yugoslav Republic of Macedonia","2012","2012",80248.03082,,
"EXPPPP_CUR","GERD in '000 current PPP$","MKD","The former Yugoslav Republic of Macedonia","2013","2013",115307.72336,,
"EXPPPP_CUR","GERD in '000 current PPP$","MKD","The former Yugoslav Republic of Macedonia","2014","2014",143452.54769,,
"EXPPPP_CUR","GERD in '000 current PPP$","MKD","The former Yugoslav Republic of Macedonia","2015","2015",127287.99876,,
"EXPPPP_CUR","GERD in '000 current PPP$","MKD","The former Yugoslav Republic of Macedonia","2016","2016",132714.80674,,
"EXPPPP_CUR","GERD in '000 current PPP$","MKD","The former Yugoslav Republic of Macedonia","2017","2017",112140.01857,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDG","Madagascar","2011","2011",31483.8534,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDG","Madagascar","2014","2014",5285.23781,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDG","Madagascar","2016","2016",5615.38938,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDG","Madagascar","2017","2017",5807.19264,,
"EXPPPP_CUR","GERD in '000 current PPP$","MYS","Malaysia","2011","2011",6456645.20502,,
"EXPPPP_CUR","GERD in '000 current PPP$","MYS","Malaysia","2012","2012",7333306.86928,,
"EXPPPP_CUR","GERD in '000 current PPP$","MYS","Malaysia","2014","2014",9728695.61961,,
"EXPPPP_CUR","GERD in '000 current PPP$","MYS","Malaysia","2015","2015",10638998.35495,,
"EXPPPP_CUR","GERD in '000 current PPP$","MLT","Malta","2011","2011",80211.09706,,
"EXPPPP_CUR","GERD in '000 current PPP$","MLT","Malta","2012","2012",102175.00018,,
"EXPPPP_CUR","GERD in '000 current PPP$","MLT","Malta","2013","2013",102263.54458,,
"EXPPPP_CUR","GERD in '000 current PPP$","MLT","Malta","2014","2014",103245.66741,,
"EXPPPP_CUR","GERD in '000 current PPP$","MLT","Malta","2015","2015",119425.36087,,
"EXPPPP_CUR","GERD in '000 current PPP$","MLT","Malta","2016","2016",101565.78413,,
"EXPPPP_CUR","GERD in '000 current PPP$","MUS","Mauritius","2012","2012",38856.47991,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDA","Republic of Moldova","2011","2011",60253.46946,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDA","Republic of Moldova","2012","2012",62791.07764,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDA","Republic of Moldova","2013","2013",59242.75824,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDA","Republic of Moldova","2014","2014",66119.01398,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDA","Republic of Moldova","2015","2015",66106.11869,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDA","Republic of Moldova","2016","2016",62530.2444,,
"EXPPPP_CUR","GERD in '000 current PPP$","MDA","Republic of Moldova","2017","2017",61053.35001,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNG","Mongolia","2011","2011",56543.83112,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNG","Mongolia","2012","2012",67089.72139,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNG","Mongolia","2013","2013",73989.32143,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNG","Mongolia","2014","2014",78090.46714,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNG","Mongolia","2015","2015",55954.86146,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNG","Mongolia","2016","2016",68035.18787,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNG","Mongolia","2017","2017",53622.3489,,
"EXPPPP_CUR","GERD in '000 current PPP$","MOZ","Mozambique","2015","2015",112572.20442,,
"EXPPPP_CUR","GERD in '000 current PPP$","PAK","Pakistan","2011","2011",2471085.65716,,
"EXPPPP_CUR","GERD in '000 current PPP$","PAK","Pakistan","2013","2013",2458393.46782,,
"EXPPPP_CUR","GERD in '000 current PPP$","PAK","Pakistan","2015","2015",2330022.05906,,
"EXPPPP_CUR","GERD in '000 current PPP$","PAN","Panama","2011","2011",109671.24882,,
"EXPPPP_CUR","GERD in '000 current PPP$","PAN","Panama","2012","2012",53386.14532,,
"EXPPPP_CUR","GERD in '000 current PPP$","PAN","Panama","2013","2013",47771.7029,,
"EXPPPP_CUR","GERD in '000 current PPP$","PRY","Paraguay","2011","2011",26783.46816,,
"EXPPPP_CUR","GERD in '000 current PPP$","PRY","Paraguay","2012","2012",41882.44725,,
"EXPPPP_CUR","GERD in '000 current PPP$","PRY","Paraguay","2014","2014",60627.59636,,
"EXPPPP_CUR","GERD in '000 current PPP$","PRY","Paraguay","2015","2015",78424.23088,,
"EXPPPP_CUR","GERD in '000 current PPP$","PRY","Paraguay","2016","2016",98867.14964,,
"EXPPPP_CUR","GERD in '000 current PPP$","PER","Peru","2011","2011",257554.81557,,
"EXPPPP_CUR","GERD in '000 current PPP$","PER","Peru","2012","2012",185886.17724,,
"EXPPPP_CUR","GERD in '000 current PPP$","PER","Peru","2013","2013",295472.0856,,
"EXPPPP_CUR","GERD in '000 current PPP$","PER","Peru","2014","2014",406525.16266,,
"EXPPPP_CUR","GERD in '000 current PPP$","PER","Peru","2015","2015",459899.80246,,
"EXPPPP_CUR","GERD in '000 current PPP$","PER","Peru","2016","2016",497805.47528,,
"EXPPPP_CUR","GERD in '000 current PPP$","PER","Peru","2017","2017",521223.13214,,
"EXPPPP_CUR","GERD in '000 current PPP$","PHL","Philippines","2011","2011",637624.47943,,
"EXPPPP_CUR","GERD in '000 current PPP$","PHL","Philippines","2013","2013",886534.58385,,
"EXPPPP_CUR","GERD in '000 current PPP$","ROU","Romania","2011","2011",1797915.03036,,
"EXPPPP_CUR","GERD in '000 current PPP$","ROU","Romania","2012","2012",1837253.19032,,
"EXPPPP_CUR","GERD in '000 current PPP$","ROU","Romania","2013","2013",1534513.37453,,
"EXPPPP_CUR","GERD in '000 current PPP$","ROU","Romania","2014","2014",1569465.62149,,
"EXPPPP_CUR","GERD in '000 current PPP$","ROU","Romania","2015","2015",2084925.51075,,
"EXPPPP_CUR","GERD in '000 current PPP$","ROU","Romania","2016","2016",2189339.6785,,
"EXPPPP_CUR","GERD in '000 current PPP$","RUS","Russian Federation","2011","2011",35192076.68678,,
"EXPPPP_CUR","GERD in '000 current PPP$","RUS","Russian Federation","2012","2012",37911492.04924,,
"EXPPPP_CUR","GERD in '000 current PPP$","RUS","Russian Federation","2013","2013",38607042.33221,,
"EXPPPP_CUR","GERD in '000 current PPP$","RUS","Russian Federation","2014","2014",40330178.24181,,
"EXPPPP_CUR","GERD in '000 current PPP$","RUS","Russian Federation","2015","2015",39726715.9572,,
"EXPPPP_CUR","GERD in '000 current PPP$","RUS","Russian Federation","2016","2016",39881939.86553,,
"EXPPPP_CUR","GERD in '000 current PPP$","SAU","Saudi Arabia","2011","2011",12302591.09542,,
"EXPPPP_CUR","GERD in '000 current PPP$","SAU","Saudi Arabia","2012","2012",12898301.67151,,
"EXPPPP_CUR","GERD in '000 current PPP$","SAU","Saudi Arabia","2013","2013",12513564.97731,,
"EXPPPP_CUR","GERD in '000 current PPP$","SEN","Senegal","2015","2015",275045.7194,,
"EXPPPP_CUR","GERD in '000 current PPP$","SYC","Seychelles","2016","2016",5799.74774,,
"EXPPPP_CUR","GERD in '000 current PPP$","SGP","Singapore","2011","2011",8355170.94019,,
"EXPPPP_CUR","GERD in '000 current PPP$","SGP","Singapore","2012","2012",8231422.42445,,
"EXPPPP_CUR","GERD in '000 current PPP$","SGP","Singapore","2013","2013",8754720.55166,,
"EXPPPP_CUR","GERD in '000 current PPP$","SGP","Singapore","2014","2014",10069043.48728,,
"EXPPPP_CUR","GERD in '000 current PPP$","SVN","Slovenia","2011","2011",1433102.55301,,
"EXPPPP_CUR","GERD in '000 current PPP$","SVN","Slovenia","2012","2012",1529856.14534,,
"EXPPPP_CUR","GERD in '000 current PPP$","SVN","Slovenia","2013","2013",1583663.47282,,
"EXPPPP_CUR","GERD in '000 current PPP$","SVN","Slovenia","2014","2014",1505708.3611,,
"EXPPPP_CUR","GERD in '000 current PPP$","SVN","Slovenia","2015","2015",1426352.16929,,
"EXPPPP_CUR","GERD in '000 current PPP$","SVN","Slovenia","2016","2016",1352856.50038,,
"EXPPPP_CUR","GERD in '000 current PPP$","ZAF","South Africa","2011","2011",4652174.13213,,
"EXPPPP_CUR","GERD in '000 current PPP$","ZAF","South Africa","2012","2012",4836905.61121,,
"EXPPPP_CUR","GERD in '000 current PPP$","ZAF","South Africa","2013","2013",4977091.76115,,
"EXPPPP_CUR","GERD in '000 current PPP$","ZAF","South Africa","2014","2014",5489367.22508,,
"EXPPPP_CUR","GERD in '000 current PPP$","ZAF","South Africa","2015","2015",5816706.31844,,
"EXPPPP_CUR","GERD in '000 current PPP$","LKA","Sri Lanka","2013","2013",219883.58748,,
"EXPPPP_CUR","GERD in '000 current PPP$","LKA","Sri Lanka","2014","2014",232792.10844,,
"EXPPPP_CUR","GERD in '000 current PPP$","LKA","Sri Lanka","2015","2015",268901.061,,
"EXPPPP_CUR","GERD in '000 current PPP$","TJK","Tajikistan","2011","2011",21000.0365,,
"EXPPPP_CUR","GERD in '000 current PPP$","TJK","Tajikistan","2012","2012",21636.1475,,
"EXPPPP_CUR","GERD in '000 current PPP$","TJK","Tajikistan","2013","2013",24309.48165,,
"EXPPPP_CUR","GERD in '000 current PPP$","TJK","Tajikistan","2014","2014",25727.04996,,
"EXPPPP_CUR","GERD in '000 current PPP$","TJK","Tajikistan","2015","2015",26177.07775,,
"EXPPPP_CUR","GERD in '000 current PPP$","TJK","Tajikistan","2016","2016",27805.64933,,
"EXPPPP_CUR","GERD in '000 current PPP$","TJK","Tajikistan","2017","2017",32788.34716,,
"EXPPPP_CUR","GERD in '000 current PPP$","THA","Thailand","2011","2011",3303857.92002,,
"EXPPPP_CUR","GERD in '000 current PPP$","THA","Thailand","2013","2013",4600390.59342,,
"EXPPPP_CUR","GERD in '000 current PPP$","THA","Thailand","2014","2014",5138524.66187,,
"EXPPPP_CUR","GERD in '000 current PPP$","THA","Thailand","2015","2015",6868278.61798,,
"EXPPPP_CUR","GERD in '000 current PPP$","THA","Thailand","2016","2016",9113521.61349,,
"EXPPPP_CUR","GERD in '000 current PPP$","TTO","Trinidad and Tobago","2011","2011",16658.94732,,
"EXPPPP_CUR","GERD in '000 current PPP$","TTO","Trinidad and Tobago","2012","2012",18797.84918,,
"EXPPPP_CUR","GERD in '000 current PPP$","TTO","Trinidad and Tobago","2013","2013",25474.69413,,
"EXPPPP_CUR","GERD in '000 current PPP$","TTO","Trinidad and Tobago","2014","2014",36915.86451,,
"EXPPPP_CUR","GERD in '000 current PPP$","TTO","Trinidad and Tobago","2015","2015",40433.96367,,
"EXPPPP_CUR","GERD in '000 current PPP$","TTO","Trinidad and Tobago","2016","2016",39896.86119,,
"EXPPPP_CUR","GERD in '000 current PPP$","TUN","Tunisia","2011","2011",771790.73597,,
"EXPPPP_CUR","GERD in '000 current PPP$","TUN","Tunisia","2012","2012",786776.68413,,
"EXPPPP_CUR","GERD in '000 current PPP$","TUN","Tunisia","2013","2013",808792.98543,,
"EXPPPP_CUR","GERD in '000 current PPP$","TUN","Tunisia","2014","2014",827705.68518,,
"EXPPPP_CUR","GERD in '000 current PPP$","TUN","Tunisia","2015","2015",813724.74502,"+","National Estimation"
"EXPPPP_CUR","GERD in '000 current PPP$","TUN","Tunisia","2016","2016",793910.21946,,
"EXPPPP_CUR","GERD in '000 current PPP$","UGA","Uganda","2014","2014",114154.46785,,
"EXPPPP_CUR","GERD in '000 current PPP$","UKR","Ukraine","2011","2011",2792812.59791,,
"EXPPPP_CUR","GERD in '000 current PPP$","UKR","Ukraine","2012","2012",2904645.48523,,
"EXPPPP_CUR","GERD in '000 current PPP$","UKR","Ukraine","2013","2013",2990317.7629,,
"EXPPPP_CUR","GERD in '000 current PPP$","UKR","Ukraine","2014","2014",2428496.64237,,
"EXPPPP_CUR","GERD in '000 current PPP$","UKR","Ukraine","2015","2015",2093774.38075,,
"EXPPPP_CUR","GERD in '000 current PPP$","UKR","Ukraine","2016","2016",1707386.41601,,
"EXPPPP_CUR","GERD in '000 current PPP$","UKR","Ukraine","2017","2017",1651565.70292,,
"EXPPPP_CUR","GERD in '000 current PPP$","URY","Uruguay","2011","2011",211376.53351,,
"EXPPPP_CUR","GERD in '000 current PPP$","URY","Uruguay","2012","2012",209401.81687,,
"EXPPPP_CUR","GERD in '000 current PPP$","URY","Uruguay","2013","2013",218254.88076,,
"EXPPPP_CUR","GERD in '000 current PPP$","URY","Uruguay","2014","2014",239840.06531,,
"EXPPPP_CUR","GERD in '000 current PPP$","URY","Uruguay","2015","2015",264113.71951,,
"EXPPPP_CUR","GERD in '000 current PPP$","URY","Uruguay","2016","2016",304829.27615,,
"EXPPPP_CUR","GERD in '000 current PPP$","VNM","Viet Nam","2011","2011",789059.29852,,
"EXPPPP_CUR","GERD in '000 current PPP$","VNM","Viet Nam","2013","2013",1777391.6904,,
"EXPPPP_CUR","GERD in '000 current PPP$","VNM","Viet Nam","2015","2015",2441635.27295,,
"EXPPPP_CUR","GERD in '000 current PPP$","MAC","China, Macao Special Administrative Region","2011","2011",28504.56769,,
"EXPPPP_CUR","GERD in '000 current PPP$","MAC","China, Macao Special Administrative Region","2012","2012",34302.04002,,
"EXPPPP_CUR","GERD in '000 current PPP$","MAC","China, Macao Special Administrative Region","2013","2013",41246.96896,,
"EXPPPP_CUR","GERD in '000 current PPP$","MAC","China, Macao Special Administrative Region","2014","2014",70599.8403,,
"EXPPPP_CUR","GERD in '000 current PPP$","MAC","China, Macao Special Administrative Region","2015","2015",87121.76819,,
"EXPPPP_CUR","GERD in '000 current PPP$","MAC","China, Macao Special Administrative Region","2016","2016",150800.7417,,
"EXPPPP_CUR","GERD in '000 current PPP$","MAC","China, Macao Special Administrative Region","2017","2017",123402.37659,,
"EXPPPP_CUR","GERD in '000 current PPP$","SRB","Serbia","2011","2011",679557.48853,,
"EXPPPP_CUR","GERD in '000 current PPP$","SRB","Serbia","2012","2012",855808.28025,,
"EXPPPP_CUR","GERD in '000 current PPP$","SRB","Serbia","2013","2013",716512.38641,,
"EXPPPP_CUR","GERD in '000 current PPP$","SRB","Serbia","2014","2014",755851.77747,,
"EXPPPP_CUR","GERD in '000 current PPP$","SRB","Serbia","2015","2015",853231.42604,,
"EXPPPP_CUR","GERD in '000 current PPP$","SRB","Serbia","2016","2016",912420.743,,
"EXPPPP_CUR","GERD in '000 current PPP$","SRB","Serbia","2017","2017",985723.13342,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNE","Montenegro","2011","2011",28254.75521,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNE","Montenegro","2013","2013",34576.36493,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNE","Montenegro","2014","2014",34713.94229,,
"EXPPPP_CUR","GERD in '000 current PPP$","MNE","Montenegro","2015","2015",37863.24646,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUS","Australia","2011","2011",17535126.2139,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUS","Australia","2013","2013",18203694.37934,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUS","Australia","2015","2015",16838790.53519,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUT","Austria","2011","2011",8443253.2568,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUT","Austria","2012","2012",9284434.1553,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUT","Austria","2013","2013",9414884.96508,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUT","Austria","2014","2014",9860069.3811,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUT","Austria","2015","2015",9897906.92114,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","AUT","Austria","2016","2016",10170802.06415,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","BEL","Belgium","2011","2011",8225239.07493,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","BEL","Belgium","2012","2012",8695947.22833,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","BEL","Belgium","2013","2013",8945651.91721,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","BEL","Belgium","2014","2014",9269162.45623,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","BEL","Belgium","2015","2015",9711115.98641,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","BEL","Belgium","2016","2016",9937079.04169,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CAN","Canada","2011","2011",22830543.1532,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CAN","Canada","2012","2012",23038132.44443,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CAN","Canada","2013","2013",22720659.05967,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CAN","Canada","2014","2014",23484813.80227,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CAN","Canada","2015","2015",22768169.28604,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CAN","Canada","2016","2016",22457002.71561,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CAN","Canada","2017","2017",22065479.34483,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CZE","Czechia","2011","2011",4004666.78361,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CZE","Czechia","2012","2012",4551292.57943,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CZE","Czechia","2013","2013",4827667.02477,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CZE","Czechia","2014","2014",5149595.78214,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CZE","Czechia","2015","2015",5303114.12477,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","CZE","Czechia","2016","2016",4732974.39828,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DNK","Denmark","2011","2011",5581102.06628,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DNK","Denmark","2012","2012",5663261.76212,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DNK","Denmark","2013","2013",5695477.63937,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DNK","Denmark","2014","2014",5677743.40646,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DNK","Denmark","2015","2015",5854826.94673,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DNK","Denmark","2016","2016",5795894.18406,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FIN","Finland","2011","2011",6524336.49356,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FIN","Finland","2012","2012",6043642.92937,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FIN","Finland","2013","2013",5765780.00431,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FIN","Finland","2014","2014",5523897.34601,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FIN","Finland","2015","2015",5055000.29863,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FIN","Finland","2016","2016",4895710.91397,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FRA","France","2011","2011",44794241.28705,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FRA","France","2012","2012",45601987.36518,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FRA","France","2013","2013",46069869.49908,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FRA","France","2014","2014",47314953.30385,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FRA","France","2015","2015",47633317.85953,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","FRA","France","2016","2016",47795494.20438,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DEU","Germany","2011","2011",81235514.64127,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DEU","Germany","2012","2012",83752328.43152,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DEU","Germany","2013","2013",82780820.65173,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DEU","Germany","2014","2014",85929057.40475,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DEU","Germany","2015","2015",88767733.64327,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","DEU","Germany","2016","2016",91192378.71675,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","GRC","Greece","2011","2011",1687919.22766,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","GRC","Greece","2012","2012",1628972.17436,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","GRC","Greece","2013","2013",1827938.52515,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","GRC","Greece","2014","2014",1891362.20001,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","GRC","Greece","2015","2015",2187012.63132,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","GRC","Greece","2016","2016",2273395.00557,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","HUN","Hungary","2011","2011",2060262.96542,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","HUN","Hungary","2012","2012",2153625.18414,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","HUN","Hungary","2013","2013",2416755.50604,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","HUN","Hungary","2014","2014",2454531.00558,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","HUN","Hungary","2015","2015",2558214.77755,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","HUN","Hungary","2016","2016",2311033.87464,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ISL","Iceland","2011","2011",292435.13401,,
"EXPPPP_CONST","GERD in '000 PPP$ (in constant prices - 2005)","ISL","Iceland","2013","2013",218424.77051,,
